pmid,label,label_name,title_len,abstract_len,n_sentences,avg_sentence_len,n_authors,n_affiliations,n_grants,n_references,is_english,year,n_exaggeration,n_certainty,n_hedge,n_stats,digits_per_1000,single_author,design_meta,design_rct,design_case_report,design_cohort,design_basic,design_review
39507103,0,control,66,1550,9,172.2,4,2,2,89,1,2024,1,1,0,1,1.3,0,0,0,0,0,0,0
39507101,0,control,109,1486,21,70.8,7,3,2,17,1,2023,0,1,4,0,51.8,0,0,0,0,0,0,0
39505468,0,control,112,1708,18,94.9,5,4,0,0,1,2024,0,2,1,2,10.5,0,0,1,0,0,0,0
39504225,0,control,119,1691,8,211.4,3,1,0,0,1,2024,0,0,1,1,1.8,0,0,0,0,0,0,0
39504224,0,control,117,922,8,115.2,4,3,0,0,1,2025,2,0,1,0,8.7,0,0,0,0,0,0,0
39504212,0,control,151,1641,17,96.5,2,2,0,0,1,2024,0,2,0,0,43.3,0,0,0,0,0,0,0
39504209,0,control,136,1736,10,173.6,8,7,0,0,1,2024,0,1,0,0,4.0,0,0,0,0,0,0,0
39504208,0,control,68,1765,15,117.7,6,2,0,0,1,2024,0,1,1,1,11.3,0,0,0,0,0,0,0
39504207,0,control,64,1254,8,156.8,4,3,0,0,1,2025,0,0,1,2,2.4,0,0,0,0,0,0,0
39504178,0,control,96,1799,10,179.9,7,7,0,0,1,2025,0,1,0,0,0.0,0,0,0,0,0,0,0
39504177,0,control,86,1747,11,158.8,4,1,0,0,1,2024,2,0,1,5,2.3,0,0,0,0,0,0,0
39504175,0,control,115,1686,12,140.5,3,3,0,0,1,2024,2,0,2,1,9.5,0,0,1,1,0,0,0
39504174,0,control,93,1602,10,160.2,3,2,0,0,1,2024,0,0,0,0,13.7,0,0,0,0,0,0,1
39504149,0,control,161,1813,17,106.6,4,4,0,0,1,2025,2,1,0,7,13.8,0,0,1,0,1,0,0
39504148,0,control,124,1846,12,153.8,6,4,0,0,1,2024,0,0,0,0,1.1,0,0,0,0,0,0,0
39503395,0,control,147,1776,12,148.0,17,17,0,0,1,2024,0,0,1,0,3.9,0,0,0,0,0,0,0
39503393,0,control,126,1569,9,174.3,15,12,0,0,1,2024,0,0,1,0,4.5,0,0,0,0,0,0,0
39503392,0,control,90,1648,6,274.7,2,2,0,0,1,2024,0,3,1,0,5.5,0,0,0,0,0,0,1
39503390,0,control,198,991,9,110.1,5,5,0,0,1,2024,0,1,0,0,0.0,0,0,0,0,0,0,0
39503389,0,control,97,1465,10,146.5,8,6,0,0,1,2024,0,0,1,0,8.2,0,0,0,0,0,0,0
39503387,0,control,91,1516,7,216.6,12,12,0,0,1,2024,0,0,0,0,1.3,0,0,0,0,0,0,0
39503386,0,control,105,1986,9,220.7,11,11,0,0,1,2024,0,0,0,0,1.0,0,0,0,0,0,0,0
39502928,0,control,165,2805,24,116.9,25,11,1,45,1,2023,1,5,7,0,24.6,0,0,0,0,0,0,1
39502837,0,control,177,1326,17,78.0,11,10,1,37,1,2024,0,1,0,1,39.2,0,0,0,0,1,0,0
39502649,0,control,52,1281,9,142.3,3,2,0,124,1,2024,0,0,0,0,1.6,0,0,0,0,1,0,0
39500506,0,control,111,1596,12,133.0,12,8,0,0,1,2024,0,1,1,1,1.3,0,0,0,0,0,0,0
39500504,0,control,108,1451,9,161.2,5,3,0,0,1,2024,0,1,2,0,1.4,0,0,0,0,0,0,0
39500503,0,control,133,1644,23,71.5,8,8,0,0,1,2024,0,1,0,1,18.9,0,0,0,0,0,0,0
39500501,0,control,146,1630,10,163.0,4,3,0,0,1,2024,0,2,1,0,1.2,0,0,0,0,0,0,0
39500500,0,control,116,1405,6,234.2,2,1,0,0,1,2024,1,1,0,0,0.7,0,0,0,0,0,0,0
39499888,0,control,135,1747,10,174.7,5,5,0,0,1,2024,0,0,0,0,5.7,0,1,0,0,0,0,1
39499886,0,control,118,1779,9,197.7,4,4,0,0,1,2024,1,0,0,0,2.2,0,0,0,0,0,0,0
39499885,0,control,142,1834,12,152.8,3,2,0,0,1,2024,2,1,2,0,9.8,0,0,0,0,0,0,1
39499884,0,control,118,1778,10,177.8,3,3,0,0,1,2024,0,0,6,0,0.0,0,0,0,0,0,0,0
39499883,0,control,127,1873,15,124.9,2,1,0,0,1,2024,0,1,0,3,6.4,0,0,1,0,1,0,1
39499882,0,control,110,1787,13,137.5,4,1,0,0,1,2024,1,2,4,4,6.7,0,0,0,0,0,0,0
39499880,0,control,102,1683,11,153.0,4,2,0,0,1,2024,0,0,2,0,16.0,0,0,0,0,0,0,0
39499879,0,control,143,1719,8,214.9,3,1,0,0,1,2024,2,0,1,0,0.0,0,0,0,0,0,0,0
39499878,0,control,77,1669,10,166.9,2,2,0,0,1,2024,0,1,0,0,3.0,0,0,0,0,1,0,0
39499877,0,control,80,1697,13,130.5,7,7,0,0,1,2024,0,0,1,0,14.1,0,0,0,0,0,0,0
39499876,0,control,115,1680,8,210.0,2,1,0,0,1,2024,0,0,1,1,6.5,0,0,0,0,1,0,0
39499571,0,control,114,1677,11,152.5,6,5,0,0,1,2024,0,1,0,2,3.6,0,0,0,0,0,0,0
39499570,0,control,121,1495,10,149.5,5,3,0,0,1,2024,0,0,1,0,10.0,0,0,0,0,0,0,0
39499569,0,control,71,1504,9,167.1,1,1,0,0,1,2024,0,1,2,0,1.3,1,0,0,0,1,0,0
39499568,0,control,155,1828,9,203.1,5,3,0,0,1,2024,0,0,2,2,0.0,0,0,0,0,0,0,1
39499567,0,control,171,871,7,124.4,11,9,0,0,1,2024,0,1,1,0,2.3,0,0,0,0,0,0,0
39499566,0,control,160,1958,11,178.0,4,2,0,0,1,2024,0,2,2,1,0.0,0,0,0,0,0,0,0
39499565,0,control,147,1783,11,162.1,9,7,0,0,1,2024,0,1,0,0,5.0,0,0,0,0,0,0,0
39499564,0,control,152,1773,19,93.3,7,5,0,0,1,2024,2,1,1,1,10.2,0,0,0,0,0,0,0
39499563,0,control,115,1876,14,134.0,3,2,0,0,1,2024,0,0,2,0,7.5,0,0,0,0,0,0,0
39499562,0,control,133,1709,11,155.4,4,4,0,0,1,2024,0,0,4,0,0.0,0,0,0,0,0,0,0
39499561,0,control,90,1942,14,138.7,5,4,0,0,1,2024,0,0,5,0,0.0,0,0,0,0,0,0,0
39499560,0,control,144,1835,11,166.8,5,5,0,0,1,2024,1,1,0,0,18.5,0,0,0,0,0,0,0
39499126,0,control,140,1836,11,166.9,4,5,0,35,1,2023,0,2,1,2,23.4,0,0,0,0,0,0,0
39497948,0,control,70,654,7,93.4,3,1,2,69,1,2024,0,0,1,1,4.6,0,0,0,0,0,0,0
39494436,0,control,67,1702,11,154.7,4,4,0,32,1,2024,0,1,0,0,8.8,0,1,0,1,1,0,1
39494435,0,control,202,2005,16,125.3,11,7,0,55,1,2024,0,1,0,1,20.0,0,1,0,0,1,0,1
39494433,0,control,143,2017,14,144.1,4,3,0,41,1,2024,0,3,1,5,12.9,0,1,0,0,1,0,1
39494432,0,control,213,1712,29,59.0,6,3,0,15,1,2024,1,1,1,0,50.2,0,1,1,0,0,0,1
39494431,0,control,146,1935,30,64.5,6,2,0,40,1,2024,0,1,2,4,55.3,0,0,0,0,1,0,0
39494430,0,control,191,1763,10,176.3,3,2,0,21,1,2024,1,0,6,5,7.9,0,0,0,0,1,0,0
39494428,0,control,136,1885,13,145.0,9,4,0,25,1,2024,0,0,2,2,28.6,0,0,0,1,1,0,0
39494427,0,control,98,2111,16,131.9,13,2,1,23,1,2024,0,1,4,3,11.8,0,0,0,0,1,0,0
39494426,0,control,101,1505,21,71.7,7,4,0,12,1,2024,0,0,1,3,31.9,0,0,0,0,1,0,0
39494424,0,control,124,1913,28,68.3,4,2,0,70,1,2024,0,0,0,1,17.8,0,1,0,0,0,0,1
39494165,0,control,87,1293,9,143.7,4,2,1,21,1,2023,1,1,0,1,0.0,0,0,0,0,0,0,0
39494158,0,control,93,1020,7,145.7,5,4,5,14,1,2024,0,0,0,0,5.9,0,0,0,0,0,0,0
39494090,0,control,95,1918,49,39.1,5,1,0,20,1,2023,0,0,0,0,58.9,0,0,0,0,0,0,0
39494086,0,control,115,839,5,167.8,1,1,2,59,1,2024,0,0,0,0,14.3,1,0,0,1,0,0,0
39494066,0,control,89,1278,9,142.0,2,2,0,13,1,2024,0,0,1,0,0.0,0,0,0,1,0,0,1
39494065,0,control,75,2209,32,69.0,3,1,0,17,1,2024,4,0,2,0,14.9,0,0,0,0,0,0,0
39494064,0,control,145,1431,10,143.1,7,5,0,12,1,2024,0,1,0,0,11.9,0,0,0,0,0,0,0
39494044,0,control,77,1324,9,147.1,4,3,0,174,1,2024,0,0,1,0,1.5,0,0,0,0,0,0,1
39493967,0,control,173,697,5,139.4,12,6,0,56,1,2025,0,0,0,1,15.8,0,0,0,0,1,0,0
39493928,0,control,105,1167,7,166.7,3,1,0,32,1,2024,0,0,0,0,0.0,0,0,0,0,0,0,0
39493596,0,control,72,992,9,110.2,1,1,0,0,1,2024,0,0,1,0,4.0,1,0,0,1,0,0,0
39493593,0,control,120,1145,6,190.8,1,1,0,66,1,2024,0,0,0,0,2.6,1,0,0,0,0,0,0
39493533,0,control,109,860,5,172.0,4,2,0,33,1,2024,2,0,0,0,0.0,0,0,0,0,0,0,0
39493409,0,control,171,1353,21,64.4,8,5,0,39,1,2024,0,0,0,1,48.0,0,1,1,0,1,0,1
39493408,0,control,118,1441,37,38.9,8,1,0,32,1,2024,0,0,4,0,84.7,0,0,0,0,0,0,0
39493407,0,control,125,1480,15,98.7,5,1,0,24,1,2024,0,1,0,0,31.8,0,0,0,1,1,0,1
39493405,0,control,106,1325,17,77.9,8,1,0,29,1,2024,0,0,1,3,34.7,0,1,0,0,0,0,1
39493403,0,control,149,1435,30,47.8,8,3,0,55,1,2024,0,0,1,1,60.6,0,0,0,0,1,0,0
39493402,0,control,81,1477,18,82.1,10,2,0,29,1,2024,0,0,0,3,18.3,0,0,0,0,1,0,0
39493356,0,control,106,1709,11,155.4,5,2,0,25,1,2024,0,0,1,0,9.4,0,0,0,0,0,0,0
39493355,0,control,77,1684,12,140.3,4,2,0,14,1,2024,1,0,0,0,14.3,0,0,0,0,0,0,1
39493352,0,control,86,2294,17,134.9,5,3,0,13,1,2024,0,1,1,1,21.8,0,0,0,0,1,0,0
39493289,0,control,81,1157,6,192.8,4,2,1,42,1,2024,1,1,0,0,0.0,0,0,0,1,0,0,0
39493283,0,control,146,1779,12,148.2,6,4,0,251,1,2024,1,1,4,0,2.2,0,0,0,0,0,0,1
39493001,0,control,163,864,6,144.0,2,1,0,75,1,2024,0,0,0,1,8.1,0,0,0,0,0,0,0
39492559,0,control,118,1556,16,97.2,15,12,0,0,1,2023,0,0,1,1,24.4,0,0,0,0,1,0,0
39492557,0,control,141,1320,21,62.9,8,4,0,0,1,2023,0,2,0,1,37.9,0,1,0,0,1,0,1
39492553,0,control,83,1079,7,154.1,5,4,0,0,1,2023,0,0,1,2,0.0,0,0,0,0,0,0,0
39492552,0,control,96,1417,5,283.4,4,4,0,0,1,2023,1,1,0,2,0.0,0,0,0,0,0,0,0
39492549,0,control,104,665,4,166.2,10,5,0,0,1,2023,0,0,1,0,6.0,0,0,0,0,0,0,0
39492548,0,control,150,1522,10,152.2,7,3,0,0,1,2023,0,0,1,1,3.9,0,0,1,0,0,0,0
39492547,0,control,76,1424,8,178.0,3,3,0,0,1,2023,0,0,0,0,0.7,0,0,0,0,0,0,0
39492546,0,control,71,2055,27,76.1,9,6,0,0,1,2023,0,1,1,1,30.7,0,0,0,0,0,0,1
39492545,0,control,176,1827,21,87.0,4,4,0,0,1,2023,0,0,2,1,42.7,0,0,0,0,1,0,0
39492544,0,control,180,1948,9,216.4,3,3,0,0,1,2023,0,0,1,0,20.5,0,0,0,0,0,1,0
39492543,0,control,122,1415,7,202.1,3,3,0,0,1,2023,0,0,1,0,5.7,0,0,0,0,0,0,0
39492542,0,control,129,1400,14,100.0,4,4,0,0,1,2023,1,1,0,0,4.3,0,0,0,0,0,1,0
39492541,0,control,111,828,5,165.6,10,4,0,0,1,2023,0,0,0,0,2.4,0,0,0,0,0,0,1
39492540,0,control,126,948,7,135.4,5,2,0,0,1,2023,0,0,5,1,4.2,0,0,0,0,0,0,0
39492539,0,control,135,1132,11,102.9,8,2,0,0,1,2023,0,0,0,2,8.8,0,0,0,0,0,0,0
39492538,0,control,143,988,10,98.8,5,2,0,0,1,2023,0,1,0,2,16.2,0,0,0,0,0,0,0
39492537,0,control,156,1140,7,162.9,7,4,0,0,1,2023,0,0,3,0,7.0,0,0,0,0,0,0,0
39492536,0,control,163,1154,18,64.1,10,7,0,0,1,2023,0,0,0,1,35.5,0,0,0,0,0,0,0
39492535,0,control,131,1175,7,167.9,5,5,0,0,1,2023,1,0,1,0,0.0,0,0,0,0,0,0,0
39492534,0,control,179,1151,13,88.5,8,6,0,0,1,2023,2,0,2,0,7.8,0,0,0,0,0,0,0
39492533,0,control,108,1118,13,86.0,6,4,0,0,1,2023,0,0,1,0,15.2,0,0,0,0,0,0,0
39492532,0,control,103,1870,31,60.3,6,4,0,0,1,2024,0,0,4,1,28.3,0,0,0,0,0,0,0
39492531,0,control,100,1277,7,182.4,9,6,0,0,1,2024,0,1,1,1,6.3,0,0,0,0,0,0,0
39492530,0,control,141,1245,9,138.3,8,3,0,0,1,2024,0,0,0,1,14.5,0,0,0,0,0,0,0
39492529,0,control,164,2051,17,120.6,9,3,0,0,1,2024,1,1,1,1,9.8,0,0,0,0,0,0,0
39492528,0,control,140,2222,16,138.9,5,3,0,0,1,2024,0,0,2,0,19.8,0,0,0,0,0,0,0
39492527,0,control,107,2204,11,200.4,1,1,0,0,1,2024,0,0,1,1,3.6,1,0,0,0,0,0,0
39492526,0,control,140,1762,12,146.8,5,4,0,0,1,2024,0,0,1,0,9.6,0,0,0,0,0,0,0
39492525,0,control,128,1797,12,149.8,6,3,0,0,1,2024,0,0,3,3,1.1,0,0,0,0,0,0,0
39492524,0,control,167,1745,13,134.2,42,42,0,0,1,2024,0,0,3,0,8.6,0,0,0,0,0,0,0
39492523,0,control,161,1726,11,156.9,8,3,0,0,1,2024,0,0,1,0,5.2,0,0,0,0,0,0,0
39492522,0,control,118,2109,30,70.3,3,3,0,0,1,2024,1,0,5,0,48.4,0,0,0,0,0,0,0
39492521,0,control,61,976,5,195.2,4,4,0,0,1,2023,0,0,0,0,0.0,0,0,0,0,0,0,0
39492518,0,control,86,1828,10,182.8,7,5,0,0,1,2023,0,0,3,0,0.0,0,0,0,0,1,0,1
39492517,0,control,135,1616,21,77.0,8,7,0,0,1,2023,0,0,1,2,66.2,0,0,0,0,1,0,0
39492516,0,control,137,1581,8,197.6,10,3,0,0,1,2023,1,2,3,0,0.0,0,0,0,0,0,0,0
39492515,0,control,144,1516,7,216.6,8,3,0,0,1,2023,0,0,0,1,9.2,0,0,0,0,0,1,0
39492511,0,control,135,1841,16,115.1,5,4,0,0,1,2023,0,0,1,4,16.8,0,0,0,0,1,0,0
39492510,0,control,117,1790,9,198.9,3,3,0,0,1,2023,0,2,0,0,1.1,0,0,0,0,0,0,0
39492509,0,control,100,1524,9,169.3,4,3,0,0,1,2024,0,0,2,1,9.2,0,1,0,0,1,0,1
39492507,0,control,105,1752,25,70.1,5,5,0,0,1,2023,0,0,0,1,36.0,0,0,0,0,0,0,1
39492506,0,control,144,2567,29,88.5,6,2,0,0,1,2023,0,1,2,4,26.5,0,0,0,0,1,0,0
39492505,0,control,97,1635,12,136.2,6,3,0,0,1,2023,0,0,0,0,8.0,0,0,1,1,1,0,1
39492504,0,control,126,1712,13,131.7,3,3,0,0,1,2023,0,1,1,0,10.5,0,0,0,0,0,1,0
39492503,0,control,176,2572,13,197.8,5,5,0,0,1,2023,0,1,0,1,0.8,0,0,0,0,1,0,0
39492502,0,control,90,1562,12,130.2,9,4,0,0,1,2023,1,0,6,0,5.8,0,0,0,0,0,1,0
39492501,0,control,97,1845,14,131.8,13,6,0,0,1,2023,0,0,1,1,9.2,0,0,0,0,0,0,0
39492500,0,control,122,2427,15,161.8,10,7,0,0,1,2023,2,2,2,2,9.9,0,0,0,0,0,1,0
39492499,0,control,99,1665,9,185.0,4,3,0,0,1,2023,0,1,2,0,11.4,0,0,0,0,0,0,0
39492498,0,control,143,1237,13,95.2,3,3,0,0,1,2023,0,2,0,0,7.3,0,0,0,0,0,0,0
39492497,0,control,127,2016,17,118.6,11,7,0,0,1,2023,0,0,1,1,2.0,0,0,0,0,0,0,0
39492495,0,control,88,1549,10,154.9,5,3,0,0,1,2023,0,0,2,1,20.7,0,0,0,0,0,1,0
39492493,0,control,132,1947,16,121.7,11,11,0,0,1,2023,1,0,3,0,11.8,0,0,0,0,0,0,0
39492492,0,control,166,1210,9,134.4,9,3,0,0,1,2023,0,0,1,1,0.0,0,0,0,0,0,0,0
39492491,0,control,78,1348,12,112.3,6,5,0,0,1,2023,0,1,1,1,15.6,0,0,0,0,0,0,0
39492490,0,control,97,1782,22,81.0,8,7,0,0,1,2023,0,2,3,1,76.3,0,0,0,0,1,0,0
39492489,0,control,147,2185,14,156.1,12,5,0,0,1,2023,1,0,2,0,4.1,0,0,0,0,0,0,0
39492488,0,control,114,871,8,108.9,5,4,0,0,1,2023,0,0,0,0,14.9,0,0,0,0,0,0,0
39492487,0,control,121,2127,13,163.6,7,2,0,0,1,2023,0,2,3,1,8.9,0,0,0,0,0,1,0
39492486,0,control,47,550,4,137.5,3,3,0,0,1,2023,0,2,1,1,0.0,0,0,0,0,0,0,1
39492485,0,control,145,2226,29,76.8,5,4,2,57,1,2023,5,0,5,1,27.4,0,0,0,0,1,0,0
39492484,0,control,88,1642,9,182.4,9,4,0,0,1,2023,1,0,1,0,0.0,0,0,0,0,0,0,0
39492483,0,control,140,1699,7,242.7,5,3,0,0,1,2023,1,3,1,0,14.7,0,0,0,0,0,1,0
39492482,0,control,115,1895,11,172.3,5,5,4,0,1,2023,0,1,1,0,0.5,0,0,0,0,0,1,0
39492481,0,control,93,1277,17,75.1,5,5,1,0,1,2023,1,0,2,1,28.2,0,0,0,0,0,0,0
39492480,0,control,38,1928,18,107.1,9,6,0,0,1,2023,0,0,0,0,0.0,0,0,0,0,0,0,0
39492479,0,control,73,978,7,139.7,2,2,0,0,1,2023,2,0,0,0,0.0,0,0,0,0,0,0,0
39492478,0,control,147,865,4,216.2,3,2,0,0,1,2023,0,0,0,0,6.9,0,0,0,0,0,1,0
39492476,0,control,97,882,7,126.0,6,5,0,0,1,2023,0,0,2,0,2.3,0,0,0,0,0,0,0
39492475,0,control,118,1468,8,183.5,10,7,0,0,1,2023,1,0,2,0,1.4,0,0,0,0,0,0,0
39492474,0,control,115,1390,11,126.4,6,5,0,0,1,2023,0,0,0,0,8.6,0,0,0,0,0,1,0
39492471,0,control,99,2079,14,148.5,5,3,0,0,1,2023,1,4,2,1,1.0,0,0,0,0,0,0,0
39492470,0,control,97,1220,11,110.9,3,2,0,0,1,2023,0,1,3,0,0.0,0,0,0,0,0,0,1
39492469,0,control,143,2223,15,148.2,5,4,0,0,1,2023,0,0,0,0,5.8,0,1,0,0,1,0,1
39492468,0,control,214,1662,15,110.8,9,4,0,0,1,2023,0,0,0,0,7.8,0,0,0,0,0,0,0
39492466,0,control,108,2073,19,109.1,7,4,0,0,1,2023,0,0,2,3,28.0,0,0,0,0,0,0,0
39492461,0,control,150,2050,13,157.7,16,14,0,0,1,2023,1,0,0,0,0.0,0,0,0,0,0,0,1
39492448,0,control,81,1953,13,150.2,9,6,0,0,1,2023,0,0,1,0,5.1,0,0,0,0,0,0,0
39492447,0,control,138,1923,13,147.9,7,4,0,0,1,2023,0,0,3,0,6.8,0,0,0,0,0,1,0
39492446,0,control,141,1053,15,70.2,7,3,0,0,1,2023,1,0,2,1,5.7,0,0,0,0,0,1,0
39492445,0,control,89,1782,14,127.3,7,7,0,0,1,2023,0,0,0,0,13.5,0,0,0,0,0,0,0
39492444,0,control,149,1573,12,131.1,9,4,0,0,1,2023,1,1,0,2,30.5,0,0,0,0,1,0,0
39492442,0,control,186,1531,17,90.1,6,3,0,0,1,2023,0,0,1,1,27.4,0,0,0,0,0,0,0
39492440,0,control,97,1696,20,84.8,9,4,0,0,1,2023,0,1,3,3,35.4,0,0,0,0,1,0,1
39492439,0,control,77,1443,10,144.3,1,1,0,0,1,2023,0,0,0,0,6.9,1,0,0,0,0,0,1
39492438,0,control,125,1112,6,185.3,6,5,0,0,1,2023,0,0,1,0,3.6,0,0,0,0,0,0,1
39492437,0,control,134,2409,34,70.9,3,2,0,0,1,2023,0,0,3,0,3.3,0,0,0,0,0,0,1
39492436,0,control,95,1867,13,143.6,5,4,0,0,1,2023,0,1,5,1,7.0,0,0,0,0,0,0,0
39492435,0,control,101,1444,10,144.4,12,7,0,0,1,2023,0,0,0,0,6.2,0,0,0,0,0,1,0
39492434,0,control,91,1768,14,126.3,14,10,0,0,1,2023,2,2,2,1,33.9,0,0,0,0,0,1,0
39492433,0,control,126,1352,6,225.3,8,4,0,0,1,2023,0,1,0,0,14.1,0,0,0,0,0,0,0
39492432,0,control,55,1533,11,139.4,5,2,0,0,1,2023,0,7,2,0,0.0,0,0,0,0,0,0,0
39492431,0,control,153,1733,22,78.8,7,2,0,0,1,2023,0,1,1,6,25.4,0,0,0,0,1,0,1
39492430,0,control,109,1670,27,61.9,26,8,0,0,1,2023,0,0,3,1,48.5,0,0,0,0,1,0,0
39492429,0,control,96,1716,11,156.0,6,6,0,0,1,2023,0,0,2,2,23.3,0,0,1,0,0,1,0
39492428,0,control,68,1748,14,124.9,8,7,0,0,1,2023,0,0,2,0,20.0,0,1,0,0,0,0,1
39492425,0,control,155,1622,10,162.2,5,3,0,0,1,2023,0,0,0,2,0.0,0,0,0,0,0,1,1
39492424,0,control,72,1303,6,217.2,2,2,0,0,1,2023,0,0,1,0,0.0,0,0,0,0,0,1,1
39492421,0,control,73,1445,6,240.8,10,6,0,0,1,2023,1,0,2,0,0.0,0,0,0,0,0,0,1
39492420,0,control,71,1849,17,108.8,3,2,0,0,1,2023,0,2,2,0,8.1,0,0,0,0,0,0,0
39492419,0,control,61,2165,18,120.3,3,2,0,0,1,2023,2,1,0,0,8.8,0,0,0,0,0,0,0
39492417,0,control,131,2313,17,136.1,13,11,0,0,1,2023,0,1,2,0,6.1,0,0,0,0,1,0,0
39492416,0,control,162,2047,9,227.4,3,2,1,49,1,2023,0,0,2,1,3.9,0,0,0,0,0,0,0
39492415,0,control,138,1666,10,166.6,5,5,0,0,1,2023,0,0,0,1,15.0,0,0,0,0,0,0,0
39492413,0,control,217,1167,9,129.7,4,2,0,0,1,2023,1,1,0,0,28.3,0,0,0,0,0,0,0
39492412,0,control,173,2381,13,183.2,4,3,0,0,1,2023,0,0,4,0,4.2,0,0,0,1,0,0,1
39492411,0,control,60,1042,6,173.7,11,10,0,0,1,2023,0,0,0,1,5.8,0,0,0,0,0,0,1
39492404,0,control,131,1402,14,100.1,13,13,0,0,1,2023,0,0,1,2,13.6,0,0,0,0,0,0,0
39492403,0,control,76,781,3,260.3,5,4,0,0,1,2023,0,1,2,0,10.2,0,0,0,0,0,0,0
39492402,0,control,123,2332,24,97.2,6,6,0,0,1,2023,0,0,3,1,18.0,0,0,0,0,0,0,1
39492401,0,control,147,1160,7,165.7,9,4,0,0,1,2023,0,0,0,0,28.4,0,0,0,0,0,1,0
39492400,0,control,99,1841,27,68.2,8,4,0,0,1,2023,0,0,4,3,39.1,0,0,0,0,1,0,0
39492399,0,control,94,1659,20,83.0,5,4,0,0,1,2023,0,1,1,5,27.1,0,0,0,0,1,0,0
39492398,0,control,133,1837,11,167.0,9,8,0,0,1,2023,0,0,0,0,3.3,0,0,0,0,0,0,1
39492397,0,control,129,2200,22,100.0,5,3,0,0,1,2023,0,0,3,1,12.7,0,0,0,0,0,0,0
39492396,0,control,95,1867,12,155.6,6,5,0,0,1,2023,0,0,0,0,1.6,0,0,0,0,0,0,0
39492395,0,control,116,1918,14,137.0,5,3,0,0,1,2023,0,2,1,3,15.1,0,0,0,0,0,0,0
39492394,0,control,122,1801,14,128.6,10,8,0,0,1,2023,1,0,0,0,1.1,0,0,0,0,0,0,1
39492393,0,control,84,1748,10,174.8,10,8,0,0,1,2023,0,0,1,0,1.1,0,0,0,0,0,0,0
39492392,0,control,97,1630,15,108.7,3,3,0,0,1,2023,0,0,1,0,0.0,0,0,0,0,0,0,1
39492391,0,control,150,1718,12,143.2,5,4,0,0,1,2023,0,1,0,0,3.5,0,0,0,0,0,1,0
39492390,0,control,132,2858,28,102.1,3,3,0,0,1,2023,0,1,0,2,33.2,0,0,0,0,0,0,0
39492389,0,control,88,1738,11,158.0,9,9,0,0,1,2023,1,0,2,0,8.6,0,0,0,1,0,0,0
39492388,0,control,105,2004,17,117.9,10,10,0,0,1,2023,0,0,1,1,7.5,0,0,0,1,0,0,0
39492387,0,control,223,1565,24,65.2,5,4,0,0,1,2023,1,0,1,2,42.8,0,0,0,0,0,0,0
39492386,0,control,133,1399,11,127.2,2,2,0,0,1,2023,0,0,0,1,5.0,0,0,0,0,0,0,0
39492385,0,control,105,1287,13,99.0,7,4,0,0,1,2023,0,0,3,0,17.9,0,0,0,0,0,0,0
39492384,0,control,181,1567,9,174.1,8,3,0,0,1,2023,2,0,0,0,17.9,0,0,0,0,0,1,0
39492383,0,control,89,923,6,153.8,4,3,0,0,1,2023,2,0,1,0,1.1,0,0,0,0,0,0,1
39492382,0,control,196,1221,10,122.1,4,3,0,0,1,2023,0,2,0,1,18.0,0,0,0,0,0,0,0
39492381,0,control,76,1080,9,120.0,4,2,0,0,1,2023,0,0,0,0,6.5,0,0,0,0,0,0,0
39492380,0,control,117,1917,16,119.8,7,3,0,0,1,2023,0,3,2,0,3.1,0,0,0,0,0,0,0
39492379,0,control,157,1895,12,157.9,7,5,0,0,1,2023,0,1,0,0,2.1,0,0,0,0,0,0,0
39492378,0,control,87,826,5,165.2,2,2,0,0,1,2023,2,0,0,0,0.0,0,0,0,0,0,0,0
39492376,0,control,108,1828,12,152.3,2,2,0,0,1,2023,0,0,0,1,6.0,0,0,0,0,0,0,1
39492375,0,control,119,1465,10,146.5,5,5,0,0,1,2023,0,0,5,0,2.0,0,0,0,0,0,0,0
39492372,0,control,147,1181,8,147.6,9,5,0,0,1,2023,0,0,2,0,8.5,0,0,0,0,0,1,0
39492371,0,control,140,1002,6,167.0,6,4,0,0,1,2023,0,0,2,1,3.0,0,0,0,0,0,0,0
39492370,0,control,67,1378,10,137.8,4,2,0,0,1,2023,2,1,4,1,0.0,0,0,0,0,0,0,1
39492369,0,control,115,1991,13,153.2,13,10,0,64,1,2023,0,1,3,1,3.5,0,0,0,0,0,0,0
39492368,0,control,112,809,7,115.6,3,3,0,0,1,2023,0,1,2,0,1.2,0,0,0,0,0,0,0
39492365,0,control,130,1326,16,82.9,11,8,0,0,1,2023,1,1,3,0,46.8,0,0,0,0,0,0,0
39492364,0,control,103,1497,8,187.1,13,9,0,0,1,2023,2,2,1,1,6.7,0,0,0,0,0,1,0
39492363,0,control,42,1545,11,140.5,3,3,0,0,0,2023,1,1,0,0,8.4,0,0,0,0,1,0,0
39492362,0,control,23,567,3,189.0,1,1,0,0,0,2023,0,0,1,0,0.0,1,0,1,0,0,0,0
39492361,0,control,104,1778,9,197.6,8,5,0,0,1,2023,0,0,0,1,11.8,0,0,0,0,0,0,0
39492360,0,control,91,1796,9,199.6,2,2,0,0,1,2023,0,0,0,1,2.2,0,0,0,0,0,0,0
39492359,0,control,154,1182,13,90.9,9,6,0,0,1,2023,0,0,2,0,22.0,0,0,0,0,0,0,0
39492358,0,control,141,1510,9,167.8,5,5,0,0,1,2023,0,0,2,0,0.0,0,0,0,0,0,0,0
